trip_id,on_time_flag,detention_minutes,driver_id,truck_id
TRIP00083399,0.5,286,DRV00126,TRK00085
TRIP00083400,0.0,305,DRV00004,TRK00080
TRIP00083401,0.0,324,DRV00126,TRK00108
TRIP00083402,0.5,119,DRV00025,TRK00112
TRIP00083403,0.5,56,DRV00134,TRK00090
TRIP00083404,0.5,29,DRV00017,TRK00013
TRIP00083405,0.5,208,DRV00029,TRK00061
TRIP00083406,0.0,85,DRV00087,TRK00060
TRIP00083407,0.5,82,DRV00004,TRK00084
TRIP00083408,0.5,368,DRV00104,TRK00004
TRIP00083409,1.0,169,DRV00111,
TRIP00083410,0.5,262,DRV00050,TRK00035
TRIP00083411,0.0,19,DRV00144,TRK00096
TRIP00083412,1.0,252,DRV00079,TRK00013
TRIP00083413,1.0,85,DRV00091,TRK00048
TRIP00083414,1.0,153,DRV00145,TRK00019
TRIP00083415,0.0,49,DRV00133,TRK00085
TRIP00083416,0.5,35,DRV00112,TRK00038
TRIP00083417,0.5,252,DRV00124,TRK00078
TRIP00083418,0.5,196,DRV00011,TRK00120
TRIP00083419,1.0,135,DRV00030,TRK00006
TRIP00083420,0.5,109,DRV00016,TRK00018
TRIP00083421,1.0,245,DRV00011,TRK00004
TRIP00083422,0.5,158,DRV00012,TRK00105
TRIP00083423,0.5,237,DRV00148,TRK00053
TRIP00083424,0.5,238,DRV00063,TRK00050
TRIP00083425,0.5,102,DRV00032,TRK00057
TRIP00083426,0.0,214,DRV00014,
TRIP00083427,0.5,51,DRV00005,TRK00023
TRIP00083428,0.5,202,DRV00019,TRK00091
TRIP00083429,1.0,341,DRV00056,TRK00068
TRIP00083430,1.0,95,DRV00149,TRK00048
TRIP00083431,0.5,163,DRV00141,TRK00024
TRIP00083432,0.0,243,DRV00114,TRK00045
TRIP00083433,0.5,131,DRV00004,TRK00092
TRIP00083434,1.0,315,DRV00005,TRK00069
TRIP00083435,1.0,284,DRV00074,TRK00009
TRIP00083436,0.0,182,DRV00092,TRK00107
TRIP00083437,1.0,210,DRV00032,TRK00108
TRIP00083438,0.0,134,DRV00062,TRK00045
TRIP00083439,1.0,79,DRV00053,TRK00011
TRIP00083440,0.5,133,DRV00075,TRK00080
TRIP00083441,0.5,70,DRV00084,TRK00101
TRIP00083442,0.5,395,DRV00081,TRK00065
TRIP00083443,1.0,166,DRV00121,
TRIP00083444,1.0,112,DRV00070,TRK00074
TRIP00083445,0.5,126,DRV00005,TRK00055
TRIP00083446,0.5,264,DRV00051,TRK00018
TRIP00083447,0.5,193,DRV00032,TRK00116
TRIP00083448,0.0,266,DRV00050,TRK00058
TRIP00083449,1.0,139,DRV00121,TRK00006
TRIP00083450,0.5,191,DRV00078,TRK00079
TRIP00083451,0.5,101,DRV00139,TRK00009
TRIP00083452,1.0,146,DRV00034,TRK00106
TRIP00083453,0.5,133,DRV00023,TRK00096
TRIP00083454,0.5,65,DRV00050,TRK00114
TRIP00083455,0.0,125,DRV00108,TRK00074
TRIP00083456,1.0,74,DRV00125,TRK00073
TRIP00083457,0.5,145,,TRK00044
TRIP00083458,0.5,209,DRV00070,TRK00092
TRIP00083459,1.0,176,DRV00147,TRK00065
TRIP00083460,1.0,384,DRV00081,TRK00054
TRIP00083461,0.5,166,DRV00099,TRK00062
TRIP00083462,0.0,82,DRV00057,TRK00025
TRIP00083463,0.5,248,DRV00147,TRK00012
TRIP00083464,0.5,211,DRV00060,TRK00105
TRIP00083465,1.0,277,DRV00056,TRK00062
TRIP00083466,1.0,162,DRV00102,TRK00068
TRIP00083467,0.5,157,DRV00023,TRK00078
TRIP00083468,1.0,156,DRV00094,TRK00020
TRIP00083469,0.5,201,DRV00121,TRK00112
TRIP00083470,0.5,90,DRV00074,TRK00013
TRIP00083471,1.0,100,DRV00122,TRK00113
TRIP00083472,1.0,198,DRV00146,TRK00009
TRIP00083473,0.5,253,DRV00123,TRK00089
TRIP00083474,0.5,0,DRV00119,TRK00023
TRIP00083475,0.5,182,DRV00132,TRK00112
TRIP00083476,0.0,102,DRV00130,TRK00110
TRIP00083477,0.5,118,DRV00049,TRK00085
TRIP00083478,0.5,27,DRV00119,TRK00078
TRIP00083479,0.0,182,DRV00002,TRK00051
TRIP00083480,0.0,193,DRV00078,TRK00108
TRIP00083481,0.0,201,DRV00033,TRK00049
TRIP00083482,0.0,315,DRV00122,TRK00058
TRIP00083483,0.0,283,DRV00032,TRK00063
TRIP00083484,0.0,162,,TRK00024
TRIP00083485,1.0,239,DRV00015,TRK00050
TRIP00083486,1.0,258,DRV00123,TRK00101
TRIP00083487,0.0,120,DRV00064,TRK00018
TRIP00083488,0.5,103,DRV00038,TRK00038
TRIP00083489,0.5,64,,TRK00086
TRIP00083490,1.0,284,DRV00105,TRK00082
TRIP00083491,1.0,171,DRV00097,TRK00076
TRIP00083492,0.5,21,DRV00055,TRK00090
TRIP00083493,1.0,256,DRV00105,TRK00036
TRIP00083494,1.0,370,DRV00025,TRK00065
TRIP00083495,0.5,338,DRV00091,TRK00093
TRIP00083496,0.5,181,DRV00094,TRK00007
TRIP00083497,0.0,170,DRV00044,TRK00064
TRIP00083498,0.5,226,DRV00109,TRK00113
TRIP00083499,1.0,378,DRV00020,TRK00039
TRIP00083500,0.5,168,DRV00081,TRK00073
TRIP00083501,1.0,194,DRV00094,TRK00111
TRIP00083502,0.5,365,DRV00139,TRK00030
TRIP00083503,0.5,241,DRV00044,TRK00043
TRIP00083504,0.5,282,DRV00088,TRK00115
TRIP00083505,0.5,171,DRV00041,TRK00062
TRIP00083506,0.0,234,DRV00055,TRK00054
TRIP00083507,0.0,372,DRV00112,TRK00015
TRIP00083508,0.5,272,DRV00089,TRK00083
TRIP00083509,0.5,101,DRV00047,TRK00033
TRIP00083510,0.5,167,DRV00147,TRK00085
TRIP00083511,1.0,253,DRV00091,TRK00097
TRIP00083512,0.5,131,DRV00111,TRK00069
TRIP00083513,1.0,0,DRV00129,TRK00014
TRIP00083514,1.0,114,DRV00060,TRK00044
TRIP00083515,0.5,43,DRV00060,TRK00012
TRIP00083516,1.0,267,DRV00105,TRK00029
TRIP00083517,0.5,74,DRV00092,TRK00076
TRIP00083518,1.0,56,DRV00017,TRK00052
TRIP00083519,1.0,358,DRV00142,TRK00092
TRIP00083520,0.5,173,DRV00018,TRK00116
TRIP00083521,0.0,242,DRV00018,TRK00069
TRIP00083522,0.5,143,DRV00018,TRK00016
TRIP00083523,0.5,125,DRV00065,TRK00035
TRIP00083524,0.5,299,DRV00146,TRK00001
TRIP00083525,0.0,240,DRV00080,TRK00041
TRIP00083526,0.5,79,DRV00020,TRK00110
TRIP00083527,0.0,186,DRV00149,TRK00035
TRIP00083528,0.5,129,DRV00083,TRK00097
TRIP00083529,0.5,198,DRV00066,TRK00062
TRIP00083530,0.5,404,DRV00023,TRK00013
TRIP00083531,0.5,184,DRV00015,TRK00089
TRIP00083532,0.5,97,DRV00121,TRK00090
TRIP00083533,0.0,122,DRV00085,TRK00112
TRIP00083534,1.0,200,DRV00144,TRK00048
TRIP00083535,0.5,283,DRV00149,TRK00115
TRIP00083536,0.0,91,DRV00039,TRK00001
TRIP00083537,0.5,236,DRV00063,TRK00010
TRIP00083538,1.0,277,DRV00009,TRK00040
TRIP00083539,0.5,62,DRV00091,TRK00090
TRIP00083540,0.5,239,DRV00011,TRK00105
TRIP00083541,0.5,268,DRV00044,TRK00048
TRIP00083542,1.0,295,DRV00142,TRK00036
TRIP00083543,1.0,159,DRV00025,TRK00080
TRIP00083544,0.5,350,DRV00058,TRK00072
TRIP00083545,0.5,280,DRV00002,TRK00041
TRIP00083546,0.5,278,DRV00047,TRK00092
TRIP00083547,0.5,174,DRV00108,TRK00082
TRIP00083548,1.0,274,DRV00145,TRK00018
TRIP00083549,1.0,272,DRV00070,TRK00044
TRIP00083550,0.0,169,DRV00097,TRK00115
TRIP00083551,0.5,139,DRV00098,TRK00105
TRIP00083552,0.0,165,DRV00101,TRK00090
TRIP00083553,1.0,156,,TRK00051
TRIP00083554,0.5,232,DRV00099,TRK00040
TRIP00083555,1.0,249,DRV00132,TRK00015
TRIP00083556,1.0,18,DRV00085,TRK00069
TRIP00083557,0.5,114,DRV00025,TRK00092
TRIP00083558,0.5,121,DRV00105,TRK00074
TRIP00083559,0.0,299,DRV00075,TRK00099
TRIP00083560,0.0,366,DRV00005,TRK00114
TRIP00083561,0.5,119,DRV00037,TRK00092
TRIP00083562,0.5,298,DRV00033,TRK00099
TRIP00083563,0.5,188,DRV00130,TRK00111
TRIP00083564,0.5,143,DRV00014,
TRIP00083565,0.5,51,DRV00094,TRK00013
TRIP00083566,0.5,141,DRV00071,TRK00099
TRIP00083567,0.0,221,DRV00118,TRK00116
TRIP00083568,0.5,119,DRV00105,TRK00059
TRIP00083569,1.0,32,DRV00114,TRK00070
TRIP00083570,0.5,139,DRV00047,TRK00110
TRIP00083571,0.0,0,DRV00083,TRK00031
TRIP00083572,0.0,148,DRV00113,TRK00014
TRIP00083573,0.0,2,DRV00130,TRK00069
TRIP00083574,0.0,249,DRV00121,TRK00114
TRIP00083575,0.5,266,DRV00139,TRK00115
TRIP00083576,0.5,260,DRV00062,TRK00091
TRIP00083577,0.0,361,DRV00014,TRK00098
TRIP00083578,0.5,166,DRV00020,TRK00079
TRIP00083579,1.0,26,DRV00094,TRK00052
TRIP00083580,0.0,148,DRV00022,TRK00099
TRIP00083581,0.0,146,DRV00101,TRK00084
TRIP00083582,0.0,53,DRV00130,TRK00050
TRIP00083583,0.5,123,DRV00088,
TRIP00083584,0.5,149,DRV00126,TRK00029
TRIP00083585,1.0,179,DRV00124,TRK00064
TRIP00083586,1.0,14,DRV00061,TRK00039
TRIP00083587,0.0,286,DRV00065,TRK00085
TRIP00083588,1.0,243,DRV00017,TRK00001
TRIP00083589,1.0,75,DRV00147,TRK00059
TRIP00083590,0.5,149,DRV00129,TRK00026
TRIP00083591,1.0,226,DRV00032,TRK00064
TRIP00083592,1.0,0,DRV00092,TRK00029
TRIP00083593,1.0,156,DRV00104,TRK00065
TRIP00083594,0.0,16,DRV00105,TRK00062
TRIP00083595,0.0,119,DRV00020,TRK00098
TRIP00083596,0.0,78,DRV00133,TRK00073
TRIP00083597,1.0,151,DRV00014,TRK00093
TRIP00083598,0.0,74,DRV00147,TRK00031
TRIP00083599,0.0,355,DRV00079,TRK00101
TRIP00083600,0.0,303,DRV00138,TRK00110
TRIP00083601,0.0,83,DRV00148,TRK00049
TRIP00083602,0.5,302,DRV00045,
TRIP00083603,1.0,175,DRV00063,TRK00068
TRIP00083604,0.5,369,DRV00022,TRK00033
TRIP00083605,1.0,234,DRV00098,TRK00048
TRIP00083606,0.5,241,DRV00013,TRK00083
TRIP00083607,0.5,321,DRV00069,TRK00108
TRIP00083608,1.0,327,DRV00015,TRK00019
TRIP00083609,1.0,232,DRV00126,TRK00059
TRIP00083610,0.5,379,DRV00057,TRK00035
TRIP00083611,0.5,131,DRV00051,TRK00052
TRIP00083612,0.0,217,DRV00091,TRK00035
TRIP00083613,0.5,239,DRV00090,TRK00099
TRIP00083614,1.0,229,DRV00139,TRK00108
TRIP00083615,0.5,314,DRV00057,TRK00096
TRIP00083616,0.5,197,DRV00045,TRK00051
TRIP00083617,0.5,246,DRV00122,TRK00008
TRIP00083618,0.5,229,DRV00060,TRK00023
TRIP00083619,0.5,126,DRV00044,TRK00061
TRIP00083620,0.5,200,DRV00057,TRK00025
TRIP00083621,1.0,225,DRV00014,TRK00114
TRIP00083622,0.0,296,DRV00045,TRK00055
TRIP00083623,0.5,172,DRV00003,TRK00097
TRIP00083624,0.5,222,DRV00120,TRK00082
TRIP00083625,0.5,92,DRV00019,TRK00019
TRIP00083626,1.0,258,DRV00091,TRK00007
TRIP00083627,1.0,0,DRV00143,TRK00057
TRIP00083628,0.5,26,DRV00132,TRK00010
TRIP00083629,1.0,67,DRV00097,TRK00026
TRIP00083630,0.5,312,DRV00071,TRK00067
TRIP00083631,0.0,82,DRV00064,TRK00053
TRIP00083632,0.5,361,DRV00061,TRK00092
TRIP00083633,1.0,114,DRV00003,TRK00076
TRIP00083634,0.0,153,DRV00150,TRK00065
TRIP00083635,1.0,19,DRV00123,TRK00024
TRIP00083636,0.5,186,DRV00043,TRK00016
TRIP00083637,1.0,229,DRV00088,TRK00004
TRIP00083638,0.0,8,DRV00059,TRK00110
TRIP00083639,1.0,236,DRV00012,TRK00076
TRIP00083640,0.5,0,DRV00057,TRK00030
TRIP00083641,0.5,272,DRV00036,TRK00107
TRIP00083642,0.5,285,DRV00026,TRK00058
TRIP00083643,1.0,130,DRV00127,TRK00012
TRIP00083644,1.0,56,DRV00083,TRK00011
TRIP00083645,0.0,304,DRV00030,TRK00067
TRIP00083646,1.0,120,DRV00058,TRK00053
TRIP00083647,0.5,400,DRV00063,TRK00095
TRIP00083648,0.5,73,DRV00024,TRK00031
TRIP00083649,1.0,141,DRV00014,TRK00101
TRIP00083650,1.0,221,DRV00085,TRK00035
TRIP00083651,0.5,208,DRV00015,TRK00080
TRIP00083652,0.5,128,DRV00101,TRK00073
TRIP00083653,1.0,179,DRV00100,TRK00045
TRIP00083654,1.0,202,DRV00149,TRK00006
TRIP00083655,0.0,216,DRV00117,TRK00038
TRIP00083656,0.5,193,DRV00141,TRK00026
TRIP00083657,1.0,298,DRV00002,TRK00111
TRIP00083658,0.0,31,DRV00103,TRK00116
TRIP00083659,0.5,258,DRV00005,TRK00071
TRIP00083660,0.5,252,DRV00034,TRK00035
TRIP00083661,1.0,86,DRV00143,TRK00060
TRIP00083662,0.5,286,DRV00028,TRK00083
TRIP00083663,0.5,317,DRV00148,TRK00093
TRIP00083664,0.5,201,DRV00017,TRK00120
TRIP00083665,1.0,109,DRV00005,TRK00091
TRIP00083666,0.5,42,DRV00110,TRK00107
TRIP00083667,0.5,297,DRV00060,TRK00112
TRIP00083668,0.0,195,DRV00013,TRK00001
TRIP00083669,1.0,244,DRV00045,TRK00036
TRIP00083670,0.5,118,DRV00118,TRK00105
TRIP00083671,1.0,155,DRV00036,TRK00009
TRIP00083672,1.0,174,DRV00057,TRK00006
TRIP00083673,0.5,76,DRV00037,TRK00107
TRIP00083674,0.0,55,DRV00020,TRK00071
TRIP00083675,0.0,229,DRV00089,TRK00082
TRIP00083676,0.5,40,DRV00123,TRK00039
TRIP00083677,1.0,68,DRV00066,TRK00035
TRIP00083678,0.5,130,DRV00043,TRK00061
TRIP00083679,1.0,169,DRV00132,TRK00052
TRIP00083680,1.0,199,DRV00083,TRK00016
TRIP00083681,0.0,245,DRV00028,TRK00086
TRIP00083682,0.5,213,DRV00141,TRK00020
TRIP00083683,1.0,148,DRV00104,TRK00064
TRIP00083684,0.5,302,DRV00101,TRK00061
TRIP00083685,0.5,150,DRV00123,TRK00069
TRIP00083686,0.5,121,DRV00128,TRK00064
TRIP00083687,0.5,104,DRV00015,TRK00009
TRIP00083688,0.5,380,DRV00074,TRK00011
TRIP00083689,1.0,128,DRV00120,TRK00029
TRIP00083690,1.0,129,DRV00145,TRK00065
TRIP00083691,0.0,200,DRV00092,TRK00091
TRIP00083692,0.5,180,DRV00100,TRK00096
TRIP00083693,0.0,199,DRV00029,TRK00071
TRIP00083694,0.0,247,DRV00143,TRK00053
TRIP00083695,1.0,278,DRV00127,TRK00084
TRIP00083696,1.0,82,DRV00002,TRK00089
TRIP00083697,0.0,178,DRV00087,TRK00058
TRIP00083698,0.5,99,DRV00102,TRK00065
TRIP00083699,0.0,9,,TRK00025
TRIP00083700,0.5,212,DRV00044,TRK00029
TRIP00083701,0.5,247,DRV00035,
TRIP00083702,0.5,50,DRV00064,TRK00074
TRIP00083703,0.0,173,DRV00128,TRK00076
TRIP00083704,1.0,226,DRV00147,TRK00071
TRIP00083705,1.0,120,DRV00039,TRK00115
TRIP00083706,1.0,214,DRV00032,TRK00020
TRIP00083707,0.5,90,DRV00043,TRK00035
TRIP00083708,0.5,384,DRV00143,TRK00113
TRIP00083709,0.5,247,DRV00041,TRK00038
TRIP00083710,0.5,146,DRV00083,TRK00050
TRIP00083711,0.5,189,DRV00148,TRK00062
TRIP00083712,0.5,159,DRV00098,TRK00002
TRIP00083713,0.5,253,DRV00019,TRK00085
TRIP00083714,0.5,265,DRV00014,TRK00026
TRIP00083715,0.5,172,DRV00037,TRK00053
TRIP00083716,1.0,163,DRV00075,TRK00049
TRIP00083717,0.5,182,DRV00028,TRK00019
TRIP00083718,0.0,278,DRV00138,TRK00070
TRIP00083719,0.5,295,DRV00010,TRK00013
TRIP00083720,0.0,132,DRV00146,TRK00105
TRIP00083721,0.0,220,DRV00006,TRK00085
TRIP00083722,0.0,49,DRV00109,TRK00092
TRIP00083723,0.5,248,DRV00148,TRK00073
TRIP00083724,0.5,152,DRV00079,TRK00062
TRIP00083725,0.5,11,DRV00129,TRK00061
TRIP00083726,0.5,216,DRV00080,TRK00040
TRIP00083727,0.5,194,DRV00032,TRK00006
TRIP00083728,1.0,352,DRV00145,TRK00091
TRIP00083729,1.0,140,DRV00051,TRK00065
TRIP00083730,0.5,274,DRV00087,TRK00080
TRIP00083731,0.0,266,DRV00044,TRK00038
TRIP00083732,1.0,131,DRV00113,TRK00120
TRIP00083733,0.0,140,DRV00108,TRK00049
TRIP00083734,0.5,113,DRV00078,TRK00030
TRIP00083735,0.0,118,DRV00025,TRK00080
TRIP00083736,1.0,300,DRV00054,TRK00074
TRIP00083737,0.5,179,DRV00006,
TRIP00083738,0.5,98,DRV00077,TRK00105
TRIP00083739,0.0,139,DRV00143,TRK00060
TRIP00083740,0.5,87,DRV00058,TRK00061
TRIP00083741,1.0,163,DRV00094,TRK00093
TRIP00083742,0.5,143,DRV00149,TRK00049
TRIP00083743,1.0,158,DRV00109,TRK00045
TRIP00083744,1.0,74,DRV00104,TRK00103
TRIP00083745,1.0,327,DRV00081,TRK00030
TRIP00083746,0.5,303,DRV00095,TRK00098
TRIP00083747,0.5,186,DRV00113,TRK00080
TRIP00083748,0.5,129,DRV00119,TRK00014
TRIP00083749,1.0,112,DRV00148,TRK00067
TRIP00083750,0.0,291,DRV00120,TRK00023
TRIP00083751,1.0,214,DRV00139,TRK00068
TRIP00083752,0.5,390,DRV00105,TRK00018
TRIP00083753,1.0,52,DRV00107,TRK00098
TRIP00083754,0.5,131,DRV00130,TRK00059
TRIP00083755,0.5,120,DRV00141,TRK00036
TRIP00083756,1.0,256,DRV00085,TRK00082
TRIP00083757,1.0,235,DRV00083,TRK00092
TRIP00083758,1.0,147,DRV00041,TRK00107
TRIP00083759,0.5,137,DRV00121,TRK00044
TRIP00083760,0.5,210,DRV00110,TRK00067
TRIP00083761,1.0,294,DRV00002,TRK00110
TRIP00083762,1.0,130,,TRK00099
TRIP00083763,0.5,200,DRV00004,TRK00002
TRIP00083764,0.5,247,DRV00133,TRK00009
TRIP00083765,0.5,164,DRV00058,TRK00065
TRIP00083766,0.0,195,DRV00120,
TRIP00083767,0.5,254,DRV00097,TRK00025
TRIP00083768,0.5,104,DRV00083,TRK00054
TRIP00083769,0.5,83,DRV00145,TRK00055
TRIP00083770,1.0,271,DRV00011,TRK00036
TRIP00083771,0.0,202,DRV00103,TRK00076
TRIP00083772,0.5,150,DRV00016,TRK00060
TRIP00083773,0.0,211,DRV00018,TRK00110
TRIP00083774,0.0,184,,TRK00007
TRIP00083775,0.5,159,DRV00050,TRK00108
TRIP00083776,1.0,23,DRV00119,TRK00111
TRIP00083777,0.0,156,DRV00123,TRK00085
TRIP00083778,0.5,123,DRV00061,TRK00067
TRIP00083779,0.5,298,DRV00113,TRK00019
TRIP00083780,0.5,309,DRV00083,TRK00035
TRIP00083781,0.5,239,DRV00133,TRK00059
TRIP00083782,0.5,224,DRV00050,TRK00091
TRIP00083783,0.5,163,DRV00066,TRK00073
TRIP00083784,0.5,270,DRV00047,TRK00089
TRIP00083785,1.0,228,DRV00024,TRK00106
TRIP00083786,1.0,96,DRV00103,TRK00041
TRIP00083787,0.5,203,DRV00039,TRK00114
TRIP00083788,0.5,179,DRV00037,TRK00050
TRIP00083789,0.0,71,DRV00014,TRK00039
TRIP00083790,0.5,242,DRV00101,TRK00076
TRIP00083791,0.5,205,DRV00070,TRK00069
TRIP00083792,0.5,21,DRV00082,TRK00019
TRIP00083793,0.5,313,DRV00039,TRK00106
TRIP00083794,0.0,256,DRV00145,TRK00054
TRIP00083795,1.0,214,DRV00015,TRK00040
TRIP00083796,0.0,276,DRV00089,TRK00043
TRIP00083797,1.0,140,DRV00114,TRK00115
TRIP00083798,0.5,211,DRV00009,TRK00095
TRIP00083799,0.5,112,DRV00141,TRK00098
TRIP00083800,0.0,208,DRV00099,TRK00085
TRIP00083801,0.5,109,DRV00047,TRK00085
TRIP00083802,1.0,170,DRV00125,TRK00011
TRIP00083803,0.5,189,DRV00098,TRK00098
TRIP00083804,0.5,135,DRV00011,TRK00031
TRIP00083805,1.0,265,DRV00108,TRK00085
TRIP00083806,0.0,279,DRV00074,TRK00062
TRIP00083807,0.5,0,DRV00145,TRK00116
TRIP00083808,0.0,268,DRV00128,TRK00054
TRIP00083809,0.5,179,DRV00024,TRK00120
TRIP00083810,0.5,82,DRV00015,TRK00063
TRIP00083811,1.0,375,DRV00132,TRK00062
TRIP00083812,0.5,187,DRV00147,TRK00107
TRIP00083813,0.5,96,DRV00010,TRK00103
TRIP00083814,0.5,208,DRV00098,TRK00096
TRIP00083815,0.5,287,DRV00060,TRK00057
TRIP00083816,0.5,351,DRV00125,TRK00116
TRIP00083817,0.5,155,DRV00028,TRK00039
TRIP00083818,1.0,237,DRV00036,TRK00020
TRIP00083819,1.0,262,DRV00079,TRK00076
TRIP00083820,1.0,240,DRV00083,TRK00045
TRIP00083821,0.5,158,DRV00006,TRK00071
TRIP00083822,0.5,92,DRV00015,TRK00113
TRIP00083823,1.0,99,DRV00112,TRK00101
TRIP00083824,0.5,191,DRV00026,TRK00112
TRIP00083825,1.0,112,DRV00059,TRK00059
TRIP00083826,0.5,236,DRV00071,TRK00068
TRIP00083827,0.0,171,DRV00126,TRK00061
TRIP00083828,0.5,164,DRV00006,TRK00086
TRIP00083829,0.5,161,DRV00030,TRK00013
TRIP00083830,1.0,143,DRV00091,TRK00082
TRIP00083831,0.0,220,DRV00039,TRK00097
TRIP00083832,0.5,73,DRV00054,TRK00041
TRIP00083833,0.5,146,,TRK00097
TRIP00083834,0.5,115,DRV00082,TRK00023
TRIP00083835,1.0,274,DRV00082,TRK00026
TRIP00083836,0.5,169,DRV00006,TRK00031
TRIP00083837,1.0,349,DRV00045,TRK00030
TRIP00083838,0.5,129,DRV00017,TRK00111
TRIP00083839,0.5,162,DRV00023,TRK00057
TRIP00083840,0.0,113,DRV00078,TRK00072
TRIP00083841,1.0,303,DRV00049,TRK00097
TRIP00083842,0.5,168,DRV00142,TRK00068
TRIP00083843,0.0,200,DRV00071,TRK00029
TRIP00083844,1.0,143,DRV00062,TRK00108
TRIP00083845,0.0,80,DRV00107,TRK00038
TRIP00083846,0.5,283,DRV00145,TRK00044
TRIP00083847,1.0,303,DRV00138,TRK00086
TRIP00083848,1.0,278,DRV00074,TRK00111
TRIP00083849,1.0,35,DRV00128,TRK00009
TRIP00083850,1.0,117,DRV00010,TRK00019
TRIP00083851,0.0,120,DRV00121,TRK00116
TRIP00083852,0.5,162,DRV00039,TRK00091
TRIP00083853,0.0,135,DRV00105,
TRIP00083854,0.5,0,DRV00051,TRK00114
TRIP00083855,0.0,338,DRV00118,TRK00108
TRIP00083856,0.5,109,DRV00015,TRK00045
TRIP00083857,0.5,372,DRV00088,TRK00033
TRIP00083858,0.5,338,DRV00022,TRK00076
TRIP00083859,0.5,338,DRV00035,TRK00092
TRIP00083860,0.0,280,DRV00010,TRK00020
TRIP00083861,0.5,25,DRV00004,TRK00016
TRIP00083862,1.0,200,DRV00039,TRK00080
TRIP00083863,0.5,262,DRV00122,TRK00061
TRIP00083864,0.0,199,DRV00117,TRK00070
TRIP00083865,1.0,181,DRV00034,TRK00072
TRIP00083866,0.5,159,DRV00130,TRK00061
TRIP00083867,1.0,160,DRV00063,TRK00069
TRIP00083868,0.5,121,DRV00071,TRK00099
TRIP00083869,0.0,253,DRV00097,TRK00031
TRIP00083870,0.5,0,DRV00133,TRK00052
TRIP00083871,0.5,325,DRV00022,TRK00063
TRIP00083872,1.0,247,DRV00114,TRK00092
TRIP00083873,0.0,198,DRV00081,TRK00054
TRIP00083874,1.0,128,DRV00094,TRK00016
TRIP00083875,0.5,175,DRV00129,TRK00096
TRIP00083876,0.5,50,DRV00035,TRK00074
TRIP00083877,1.0,136,DRV00019,TRK00108
TRIP00083878,0.5,179,DRV00077,TRK00048
TRIP00083879,0.5,133,DRV00018,TRK00113
TRIP00083880,0.0,187,DRV00126,TRK00093
TRIP00083881,1.0,173,DRV00009,TRK00116
TRIP00083882,0.5,197,DRV00103,TRK00096
TRIP00083883,0.5,63,DRV00124,TRK00055
TRIP00083884,1.0,164,DRV00078,TRK00082
TRIP00083885,0.5,0,DRV00028,TRK00106
TRIP00083886,0.5,222,DRV00139,TRK00101
TRIP00083887,0.5,146,DRV00099,TRK00074
TRIP00083888,0.5,123,DRV00089,TRK00074
TRIP00083889,0.5,82,DRV00003,TRK00050
TRIP00083890,0.5,241,DRV00118,TRK00053
TRIP00083891,1.0,107,DRV00109,TRK00072
TRIP00083892,0.5,38,DRV00054,TRK00080
TRIP00083893,0.5,103,,TRK00016
TRIP00083894,0.5,190,DRV00089,TRK00038
TRIP00083895,1.0,40,DRV00022,TRK00061
TRIP00083896,0.0,122,DRV00059,TRK00023
TRIP00083897,1.0,233,DRV00134,TRK00054
TRIP00083898,0.0,243,DRV00121,TRK00095
TRIP00083899,0.0,329,DRV00032,TRK00085
TRIP00083900,0.5,328,DRV00024,TRK00107
TRIP00083901,1.0,167,DRV00059,TRK00072
TRIP00083902,0.5,227,DRV00097,TRK00061
TRIP00083903,0.0,180,DRV00146,TRK00015
TRIP00083904,1.0,308,DRV00024,TRK00085
TRIP00083905,0.5,236,DRV00097,TRK00093
TRIP00083906,0.5,125,DRV00038,TRK00052
TRIP00083907,0.5,167,DRV00078,TRK00020
TRIP00083908,0.5,60,DRV00059,TRK00041
TRIP00083909,1.0,58,DRV00033,TRK00074
TRIP00083910,0.5,155,DRV00088,TRK00055
TRIP00083911,0.5,0,DRV00002,TRK00023
TRIP00083912,0.5,373,DRV00013,TRK00015
TRIP00083913,0.5,171,DRV00059,TRK00015
TRIP00083914,1.0,80,DRV00036,TRK00001
TRIP00083915,0.5,148,DRV00032,TRK00067
TRIP00083916,1.0,270,DRV00143,TRK00008
TRIP00083917,1.0,245,DRV00041,TRK00023
TRIP00083918,1.0,18,DRV00017,TRK00064
TRIP00083919,0.5,61,DRV00055,TRK00043
TRIP00083920,0.0,57,DRV00041,TRK00098
TRIP00083921,0.5,219,DRV00110,TRK00082
TRIP00083922,0.0,323,DRV00043,TRK00105
TRIP00083923,0.5,362,DRV00058,TRK00015
TRIP00083924,0.5,238,DRV00035,TRK00085
TRIP00083925,0.5,17,DRV00020,TRK00016
TRIP00083926,1.0,36,DRV00002,TRK00091
TRIP00083927,0.0,165,DRV00013,TRK00115
TRIP00083928,0.0,45,DRV00059,TRK00082
TRIP00083929,1.0,326,DRV00035,TRK00026
TRIP00083930,1.0,258,DRV00018,TRK00049
TRIP00083931,0.0,401,DRV00029,TRK00052
TRIP00083932,0.5,306,DRV00099,TRK00067
TRIP00083933,1.0,136,DRV00069,TRK00029
TRIP00083934,0.5,62,DRV00047,TRK00040
TRIP00083935,1.0,19,DRV00081,TRK00060
TRIP00083936,0.5,214,DRV00145,TRK00080
TRIP00083937,0.5,77,DRV00078,TRK00103
TRIP00083938,0.0,250,DRV00138,TRK00065
TRIP00083939,1.0,164,DRV00107,TRK00014
